"名称","種別","所在地","新指定年月日"
"スクモ塚古墳","史跡","島根県益田市",41/12/13
"津和野城跡","史跡","島根県津和野町",42/10/14
"権現山洞窟住居跡","史跡","島根県美保関町",42/10/14
"竹崎のカツラ","天然記念物","島根県横田町",43/08/24
"サルガ鼻洞窟住居跡","史跡","島根県美保関町",43/09/08
"岩屋寺跡古墳","史跡","島根県玉湯町",48/12/18
"岩舟古墳","史跡","島根県安来市",48/12/18
"金崎古墳群","史跡","島根県松江市",57/07/27
"上島古墳","史跡","島根県平田市",57/07/27
"猪目洞窟遺物包含層","史跡","島根県平田市",57/07/27
"松代鉱山の霰石産地","天然記念物","島根県大田市",59/07/24
"岡田山古墳","史跡","島根県松江市",65/04/09
"石見銀山遺跡","史跡","島根県大田市",69/04/14
"森鴎＊外旧宅","史跡","島根県津和野町",69/10/29
"三瓶山自然林","天然記念物","島根県大田市",69/11/29
"仲仙寺古墳群","史跡","島根県安来市",71/08/12
"出雲国府跡","史跡","島根県松江市",71/12/13
"石屋古墳","史跡","島根県松江市",79/04/06
"出雲国山代郷正倉跡","史跡","島根県松江市",80/12/05
"荒神谷遺跡","史跡","島根県斐川町",87/01/08
"西周旧居","史跡","島根県津和野町",87/07/20
"松江藩主松平家墓所","史跡","島根県松江市",96/03/29
"加茂岩倉遺跡","史跡","島根県加茂町",99/01/14
"西谷墳墓群","史跡","島根県出雲市",00/03/30
"田和山遺跡","史跡","島根県松江市",01/08/13
"造山古墳第一・二・三・四・五・六古墳","史跡","岡山県岡山市",21/03/03
"作山古墳第一古墳","史跡","岡山県総社市",21/03/03
"旧閑谷学校附椿山・石門・津田永忠宅跡および黄葉亭","特別史跡","岡山県備前市",22/03/08
"旧岡山藩藩学","史跡","岡山県岡山市",22/03/08
"院庄館跡(児島高徳伝説地)","史跡","岡山県津山市",22/03/08
"岡山後楽園","特別名勝","岡山県岡山市",22/03/08
"備中国分尼寺跡","史跡","岡山県総社市・山手村",22/10/12
"下道氏墓","史跡","岡山県矢掛町",23/03/07
"豪渓","名勝","岡山県総社市・賀陽町",23/03/07
"トラフダケ自生地","天然記念物","岡山県久世町・落合町",24/12/09
"大多羅寄宮跡","史跡","岡山県岡山市",27/04/08
"両宮山古墳","史跡","岡山県山陽町",27/04/08
"万富東大寺瓦窯跡","史跡","岡山県瀬戸町",27/04/08
"オオサンショウウオ生息地","天然記念物","岡山県湯原町・八束村・中和村・川上村",27/04/08
"菩提寺のイチョウ","天然記念物","岡山県奈義町",28/01/18
"惣爪塔跡","史跡","岡山県岡山市",28/02/07
"真金一里塚","史跡","岡山県岡山市",28/03/24
"カブトガニ繁殖地","天然記念物","岡山県笠岡市",28/03/24
"箭田大塚古墳","史跡","岡山県真備町",29/12/17
"四ッ塚古墳群","史跡","岡山県八束村",29/12/17
"高松城跡附水攻築堤跡","史跡","岡山県岡山市",29/12/17
"牟佐大塚古墳","史跡","岡山県岡山市",30/02/28
"神庭瀑","名勝","岡山県勝山町",30/07/08
"羅生門","天然記念物","岡山県新見市",30/08/25
"草間の間歇冷泉","天然記念物","岡山県新見市",30/08/25
"鬼ヶ岳","名勝","岡山県美星町・矢掛町",30/10/03
"下津井鷲羽山","名勝","岡山県倉敷市",30/11/19
"磐窟谷","名勝","岡山県川上町・備中町",31/07/31
"奥津渓","名勝","岡山県奥津町",32/04/19
"象岩","天然記念物","岡山県倉敷市",32/07/23
"福山城跡","史跡","岡山県山手村",36/12/16
"大賀の押被","天然記念物","岡山県川上町",37/06/15
"笠神の文字岩","史跡","岡山県備中町",41/02/21
"白石島の鎧岩","天然記念物","岡山県笠岡市",42/10/14
"白石島","名勝","岡山県笠岡市",43/02/19
"応神山","名勝","岡山県笠岡市",43/08/27
"湯原カジカガエル生息地","天然記念物","岡山県湯原町",44/06/26
"幡多廃寺塔跡","史跡","岡山県岡山市",44/11/07
"高島","名勝","岡山県笠岡市",44/11/07
"熊山遺跡","史跡","岡山県熊山町",56/09/27
"備中松山城跡","史跡","岡山県高梁市",56/11/07
"臥牛山のサル生息地","天然記念物","岡山県高梁市",56/12/28
"丸山古墳","史跡","岡山県備前市",57/10/11
"神宮寺山古墳","史跡","岡山県岡山市",59/05/13
"伊部南大窯跡","史跡","岡山県備前市",59/05/13
"津山城跡","史跡","岡山県津山市",63/09/28
"こうもり塚古墳","史跡","岡山県総社市",68/02/15
"備中国分寺跡","史跡","岡山県総社市",68/02/15
"津雲貝塚","史跡","岡山県笠岡市",68/05/11
"津島遺跡","史跡","岡山県岡山市",71/01/05
"賞田廃寺跡","史跡","岡山県岡山市",72/03/16
"尾上車山古墳","史跡","岡山県岡山市",72/07/29
"頼久寺庭園","名勝","岡山県高梁市",74/07/31
"浦間茶臼山古墳","史跡","岡山県岡山市",74/11/25
"箕作阮甫旧宅","史跡","岡山県津山市",75/03/18
"備前国分寺跡","史跡","岡山県山陽町",75/07/19
"本谷のトラフダケ自生地","天然記念物","岡山県久米町",76/06/16
"美和山古墳群","史跡","岡山県津山市",77/03/08
"三成古墳","史跡","岡山県久米町",79/10/23
"鯉ヶ窪湿生植物群落","天然記念物","岡山県哲西町",80/03/06
"楯築遺跡","史跡","岡山県倉敷市",81/12/09
"門田貝塚","史跡","岡山県邑久町",85/03/06
"寒風古窯跡群","史跡","岡山県牛窓町",86/02/05
"鬼城山","史跡","岡山県総社市",86/03/25
"岡山城跡","史跡","岡山県岡山市",87/05/30
"岡山藩主池田家墓所附津田永忠墓","史跡","岡山県岡山市",98/04/08
"厳島","特別史跡・特別名勝","広島県宮島町",23/03/07
"帝釈川の谷(帝釈峡)","名勝","広島県東城町・神石町",23/03/07
"鞆公園","名勝","広島県福山市・沼隈町",25/10/08
"三段峡","特別名勝","広島県戸河内町・芸北町",25/10/08
"ナメクジウオ生息地","天然記念物","広島県三原市",28/03/24
"彌山原始林","天然記念物","広島県宮島町",29/12/07
"スナメリクジラ廻遊海面","天然記念物","広島県竹原市",30/11/19
"アビ渡来群遊海面","天然記念物","広島県豊浜町",31/02/20
"御年代古墳","史跡","広島県本郷町",33/04/13
"廉塾ならびに菅茶山旧宅","特別史跡","広島県神辺町",34/01/22
"一宮(桜山慈俊挙兵伝説地)","史跡","広島県新市町",34/03/13
"沼田西のエヒメアヤメ自生南限地帯","天然記念物","広島県三原市",35/12/24
"安芸国分寺跡","史跡","広島県東広島市",36/09/03
"頼山陽居室","史跡","広島県広島市中区",36/09/03
"忠海八幡神社社叢","天然記念物","広島県竹原市",36/09/03
"縮景園","名勝","広島県広島市中区",40/07/12
"毛利氏城跡　多治比猿掛城跡　郡山城跡","史跡","広島県吉田町",40/08/30
"広島城跡","史跡","広島県広島市中区",53/03/31
"小早川氏城跡　高山城跡　新高山城跡　三原城跡","史跡","広島県三原市・本郷町",57/12/11
"熊野の大トチ","天然記念物","広島県西城町",58/02/06
"比婆山のブナ純林","天然記念物","広島県西城町・比和町",60/07/15
"船佐・山内逆断層帯","天然記念物","広島県高宮町・三次市・庄原市",61/05/06
"福山城跡","史跡","広島県福山市",64/02/07
"久井・矢野の岩海","天然記念物","広島県久井町・上下町",64/06/27
"押ヶ垰断層帯","天然記念物","広島県戸河内町・吉和村",65/07/01
"寄倉岩陰遺跡","史跡","広島県東城町",69/04/12
"宮の前廃寺跡","史跡","広島県福山市",69/05/27
"浄楽寺・七ッ塚古墳群","史跡","広島県三次市",72/10/12
"浄土寺庭園","名勝","広島県尾道市",77/05/07
"花園遺跡","史跡","広島県三次市",78/01/27
"横見廃寺跡","史跡","広島県本郷町",78/05/22
"矢谷古墳","史跡","広島県三次市",79/03/13
"三ッ城古墳","史跡","広島県東広島市",82/06/03
"寺町廃寺跡","史跡","広島県三次市",84/05/25
"吉川氏城館跡　　駿河丸城跡　小倉山城跡　日山城跡　吉川元春館跡","史跡","広島県大朝町・千代田町・豊平町",86/08/28
"雄橋","天然記念物","広島県東城町",87/05/12
"原爆ドーム(旧広島県産業奨励館)","史跡","広島県広島市中区",95/06/27
"中小田古墳群","史跡","広島県広島市安佐北区",96/11/11
"鏡山城跡","史跡","広島県東広島市",98/01/14
"大朝のテングシデ群落","天然記念物","広島県大朝町",00/09/06
"陣山墳墓群","史跡","広島県三次市",00/12/20
"八代のツルおよびその渡来地","特別天然記念物","山口県熊毛町",21/03/03
"錦帯橋","名勝","山口県岩国市",22/03/08
"秋芳洞","特別天然記念物","山口県秋芳町",22/03/08
"景清穴","天然記念物","山口県美東町",22/03/08
"松下村塾","史跡","山口県萩市",22/10/12
"吉田松陰幽囚の旧宅","史跡","山口県萩市",22/10/12
"川棚のクスの森","天然記念物","山口県豊浦町",22/10/12
"小郡町ナギ自生北限地帯","天然記念物","山口県小郡町",22/10/12
"長門峡","名勝","山口県阿東町・川上村",23/03/07
"中尾洞","天然記念物","山口県秋芳町",23/03/07
"大正洞","天然記念物","山口県美東町",23/03/07
"萩反射炉","史跡","山口県萩市",24/12/09
"明神池","天然記念物","山口県萩市",24/12/09
"共和のカシの森","天然記念物","山口県秋芳町",25/10/08
"向島タヌキ生息地","天然記念物","山口県防府市",26/02/24
"常栄寺庭園","史跡・名勝","山口県山口市",26/02/24
"笠山コウライタチバナ自生地","天然記念物","山口県萩市",26/02/24
"石柱渓","名勝・天然記念物","山口県豊田町",26/10/20
"青海島","名勝・天然記念物","山口県長門市",26/10/20
"満珠樹林","天然記念物","山口県下関市",26/10/20
"干珠樹林","天然記念物","山口県下関市",26/10/20
"大日比ナツミカン原樹","史跡・天然記念物","山口県長門市",27/04/08
"俵島","名勝・天然記念物","山口県油谷町",27/06/14
"平川の大スギ","天然記念物","山口県山口市",28/01/18
"法泉寺のシンパク","天然記念物","山口県山口市",28/01/18
"須佐湾","名勝・天然記念物","山口県須佐町",28/03/05
"大吼谷蝙蝠洞","天然記念物","山口県豊浦町",28/03/24
"見島ウシ産地","天然記念物","山口県萩市",28/09/20
"見島のカメ生息地","天然記念物","山口県萩市",28/09/20
"長門鋳銭所跡","史跡","山口県下関市",29/12/17
"明倫館水練池および有備館","史跡","山口県萩市",29/12/17
"大玉スギ","天然記念物","山口県徳山市",30/08/25
"小串エヒメアヤメ自生南限地帯","天然記念物","山口県豊浦町",30/11/19
"木戸孝允旧宅","史跡","山口県萩市",32/03/25
"伊藤博文旧宅","史跡","山口県萩市",32/03/25
"峨嵋山樹林","天然記念物","山口県光市",32/04/25
"余田臥竜梅","天然記念物","山口県柳井市",33/04/13
"六連島の雲母玄武岩","天然記念物","山口県下関市",34/01/22
"岩屋観音窟","天然記念物","山口県美川町",34/01/22
"高杉晋作墓","史跡","山口県下関市",34/05/01
"壁島ウ渡来地","天然記念物","山口県豊北町",34/05/01
"竜宮の潮吹","天然記念物・名勝","山口県油谷町",34/08/09
"敷山城跡","史跡","山口県防府市",35/06/07
"石城山神蘢石","史跡","山口県大和町",35/06/07
"大村益次郎墓","史跡","山口県山口市",35/12/24
"野谷石風呂","史跡","山口県徳地町",35/12/24
"青海島鯨墓","史跡","山口県長門市",35/12/24
"山口ゲンジボタル発生地","天然記念物","山口県山口市",35/12/24
"吉部の大岩郷","天然記念物","山口県楠町",35/12/24
"万倉の大岩郷","天然記念物","山口県美祢市",35/12/24
"南桑カジカガエル生息地","天然記念物","山口県美川町",36/09/03
"旧萩藩御船倉","史跡","山口県萩市",36/12/16
"須佐高山の磁石石","天然記念物","山口県須佐町",36/12/16
"周防国衙跡","史跡","山口県防府市",37/06/15
"佐波川関水","史跡","山口県徳地町",37/06/15
"狗留孫山","名勝","山口県豊田町",40/08/30
"村田清風旧宅および墓","史跡","山口県三隅町",41/08/01
"中山忠光墓","史跡","山口県下関市",41/08/01
"川上のユズおよびナンテン自生地","天然記念物","山口県川上村",41/08/01
"竜蔵寺のイチョウ","天然記念物","山口県山口市",42/07/21
"陶陶窯跡","史跡","山口県山口市",48/01/14
"茶臼山古墳","史跡","山口県柳井市",48/01/14
"大日古墳","史跡","山口県防府市",48/01/14
"萩城跡","史跡","山口県萩市",51/06/09
"安下庄のシナナシ","天然記念物","山口県楠町",54/03/20
"恩徳寺の結びイブキ","天然記念物","山口県豊北町",55/10/26
"出雲神社ツルマンリョウ自生地","天然記念物","山口県徳地町",57/02/22
"周防国分寺旧境内","史跡","山口県防府市",57/07/10
"木屋川・音信川ゲンジボタル発生地","天然記念物","山口県長門市・豊田町",57/10/16
"大内氏遺跡附凌雲寺跡","史跡","山口県山口市",59/11/27
"秋吉台","特別天然記念物","山口県秋芳町・美東町",61/10/29
"土井ヶ浜遺跡","史跡","山口県豊北町",62/06/21
"萩城城下町","史跡","山口県萩市",67/01/10
"綾羅木郷遺跡","史跡","山口県下関市",69/03/11
"指月山","天然記念物","山口県萩市",71/03/16
"周防鋳銭司跡","史跡","山口県山口市",73/03/13
"梶栗浜遺跡","史跡","山口県下関市",80/03/14
"萩藩主毛利家墓所","史跡","山口県萩市・山口市",81/05/11
"白須たたら製鉄遺跡","史跡","山口県阿武町",82/03/23
"朝田墳墓群","史跡","山口県山口市",82/04/30
"宗隣寺庭園","名勝","山口県宇部市",83/02/07
"見島ジーコンボ古墳群","史跡","山口県萩市",84/07/25
"萩往還","史跡","山口県萩市・山口市・防府市・旭村",89/09/22
"仁馬山古墳","史跡","山口県下関市",91/05/15
"周防灘干拓遺跡　高泊開作五挺唐樋　名田島新開作南蛮樋","史跡","山口県小野田市",96/03/28
"毛利氏庭園","名勝","山口県防府市",96/03/29
"常徳寺庭園","名勝","山口県阿東町",00/12/27
"弁天島熱帯性植物群落","天然記念物","徳島県阿南市",22/03/08
"母川のオオウナギ生息地","天然記念物","徳島県海部町",23/03/07
"加茂の大クス","特別天然記念物","徳島県三加茂町",26/10/20
"鳴門","名勝","徳島県鳴門市",31/02/20
"阿波の土柱","天然記念物","徳島県阿波町",34/05/01
"旧徳島城表御殿庭園","名勝","徳島県徳島市",41/12/13
"段の塚穴","史跡","徳島県美馬町",42/10/14
"乳保神社のイチョウ","天然記念物","徳島県上板町",44/11/07
"沢谷のタヌキノショクダイ発生地","天然記念物","徳島県木沢村",54/12/25
